year,state_po,pres_is_dem,pres_share,dem_share,is_midterm_x,simulated,pres_share_lag4,swing,dem_v,rep_v,is_midterm_y,gas_1m_nat,gas_3m_nat,gas_6m_nat,gas_yoy_nat,gas_W_nat,gas_up_nat,gas_down_nat,gas_W_padd1,gas_3m_padd1,gas_6m_padd1,gas_W_padd2,gas_3m_padd2,gas_6m_padd2,gas_W_padd3,gas_3m_padd3,gas_6m_padd3,gas_W_padd4,gas_3m_padd4,gas_6m_padd4,gas_W_padd5,gas_3m_padd5,gas_6m_padd5,spr_drawdown_3m_mb,spr_big_release,car,commute_min,rural,vehicles_hh,gas_exposure_idx,padd,unemp_rate,income_growth,gas_W_padd,gas_3m_padd,gas_6m_padd,gasW_nat_x_exp,gas3m_nat_x_exp,gasyoy_x_exp,gasup_x_exp,gasdown_x_exp,gasW_padd_x_exp,gas3m_padd_x_exp,gas6m_padd_x_exp
2016,NY,1,0.6624818681414831,0.6624818681414831,0,0,0.6668265039531074,-0.004344635811624253,4202200.0,2140917.0,0,2.17225,2.1655384615384614,2.1867692307692312,-0.0044683776351970295,2.1763215770315223,0.0,-0.009749999999999925,2.1980615716467478,2.188538461538462,2.2011538461538462,2.1681027822824035,2.1496153846153847,2.194692307692308,2.0162623349550235,2.0016153846153846,2.0234615384615386,2.2687778792283444,2.2584615384615385,2.273653846153846,2.6609580044743493,2.6401538461538463,2.6641538461538463,0.009000000000014552,0.0,0.657,33.3,0.121,1.5,-3.3012311424961966,1,3.6680406123809317,3.549145459332793,2.1980615716467478,2.188538461538462,2.2011538461538462,-7.184540566182897,-7.148943009504071,0.014751147405745943,-0.0,0.03218700363933767,-7.256309313444379,-7.224871325781486,-7.266517626348359
2018,NY,0,0.30361939342897126,0.6963806065710287,1,0,0.5871269147405843,-0.28350752131161305,3760566.0,1639593.0,1,2.74275,2.766153846153846,2.780615384615385,0.13138083943487677,2.7718986696061814,0.3185000000000002,0.0,2.783531916844845,2.7758461538461536,2.7951538461538465,2.749676776489787,2.7386153846153842,2.7656538461538465,2.5842309974492723,2.5669230769230773,2.601961538461538,2.9730447387766774,2.9831538461538463,2.9709230769230768,3.4049594472183906,3.393615384615385,3.399576923076923,5.312999999999988,1.0,0.657,33.3,0.121,1.5,-3.3012311424961966,1,2.5873040550074196,3.2436397986059693,2.783531916844845,2.7758461538461536,2.7951538461538465,-9.150678211947701,-9.13171322185871,-0.4337185186697076,-1.0514421188850394,-0.0,-9.189082250020336,-9.163709769855211,-9.227448924991101
2020,NY,0,0.36318698678084005,0.63681301321916,0,0,0.6624818681414831,-0.2992948813606431,4728613.0,2696821.0,0,2.0555,2.082461538461539,2.0361153846153845,-0.1745808653749623,2.0582400697409793,0.0,-0.43474999999999975,2.0871893838772317,2.1155384615384616,2.061269230769231,2.0302616758357037,2.0423846153846155,2.018846153846154,1.818246388259445,1.8425384615384617,1.7946153846153847,2.2686630780307606,2.303,2.241076923076923,2.7834704216542483,2.822230769230769,2.7529230769230773,16.87099999999998,1.0,0.657,33.3,0.121,1.5,-3.3012311424961966,1,11.101068596026803,-1.9221377874518606,2.0871893838772317,2.1155384615384616,2.061269230769231,-6.794726216962465,-6.874686883819773,0.5763317896597615,-0.0,1.4352102392002206,-6.890294594342967,-6.983881452379261,-6.804726177684565
2022,NY,1,0.5755521279699538,0.5755521279699538,1,0,0.30361939342897126,0.27193273454098255,3028115.0,2233120.0,1,3.62475,3.635307692307692,4.0403076923076915,0.10865575776112557,3.8738986772873534,0.3552500000000003,0.0,3.82382877914787,3.5600769230769234,4.019576923076924,3.9388069790973996,3.6933846153846153,4.098346153846155,3.513940256088905,3.237846153846154,3.7161153846153847,4.158228866240334,3.934,4.312615384615385,5.230088761075263,5.0833076923076925,5.301615384615384,68.339,1.0,0.657,33.3,0.121,1.5,-3.3012311424961966,1,2.9913155569887464,1.7754506485941985,3.82382877914787,3.5600769230769234,4.019576923076924,-12.788634956335834,-12.000990966402135,-0.35869777133255054,-1.1727623633717748,-0.0,-12.62334264929616,-11.752636808143576,-13.26955251812058
1976,OH,0,0.5133598404219715,0.4866401595780286,0,0,,,1817528.0,1917322.0,0,0.6625446938792028,0.6537463147199821,0.6432409306011186,0.030860181351207494,0.6477281449730842,0.019834163523119508,0.0,,,,,,,,,,,,,,,,,,0.893,23.6,0.221,2.0,0.5000514035127961,2,9.098308969036387,5.82646883330453,,,,0.3238973679885306,0.3269067622170452,0.015431676997330723,0.009918101307238214,0.0,,,
1978,OH,1,0.46478116775017947,0.46478116775017947,1,0,,,1278151.0,1471855.0,1,0.8693031056797943,0.8494588212214288,0.8379354040210495,0.10386909062851513,0.844906233086199,0.08179749196174457,0.0,,,,,,,,,,,,,,,,-7.048838340271487,0.0,0.893,23.6,0.221,2.0,0.5000514035127961,2,4.263325122889381,3.6560224422694745,,,,0.42249654769146344,0.4247730757781008,0.051939884550386804,0.04090295065929703,0.0,,,
1980,OH,1,0.4557528021224853,0.4557528021224853,0,0,0.5133598404219715,-0.05760703829948616,1788410.0,2135669.0,0,1.2805956222503239,1.2358756106274376,1.1825130917444873,0.2857125495190298,1.2103020753581832,0.28457545994469824,0.0,,,,,,,,,,,,,,,,-17.262120550021706,0.0,0.893,23.6,0.221,2.0,0.5000514035127961,2,5.916961508379457,-0.371106546927211,,,,0.6052132514573094,0.618001333661484,0.1428709613882101,0.14230235815064585,0.0,,,
1982,OH,0,0.4462942441782626,0.5537057558217374,1,0,0.46478116775017947,-0.01848692357191689,1807305.0,1456712.0,1,1.2264370400705893,1.2630051426220712,1.258107679548761,-0.09526084504710253,1.2556295072510915,0.0,-0.1291327209556592,,,,,,,,,,,,,,,,62.13425872740373,1.0,0.893,23.6,0.221,2.0,0.5000514035127961,2,8.975715023039273,-2.4055824361431117,,,,0.6278792973929889,0.6315674942120459,-0.047635319265618606,0.0,-0.06457299835330364,,,
1984,OH,0,0.5029295091802778,0.4970704908197222,0,0,0.4557528021224853,0.04717670705779248,2134198.0,2159354.0,0,1.0416121602347792,1.0553137359739488,1.0479439422796537,-0.07414451062033622,1.0485242589049686,0.0,-0.08341455525477737,,,,,,,,,,,,,,,,-12.194000000000017,0.0,0.893,23.6,0.221,2.0,0.5000514035127961,2,7.736286518011369,4.444410185915435,,,,0.5243160272826439,0.5277111148201055,-0.03707606659846854,0.0,-0.0417115654285471,,,
1986,OH,0,0.5039479788015125,0.49605202119848746,1,0,0.4462942441782626,0.057653734623249964,1512037.0,1536105.0,1,1.0112896670181926,0.996666882063704,0.9683070161787384,0.010827095919767826,0.9813733653455925,0.01083205057687242,0.0,,,,,,,,,,,,,,,,-4.119999999999948,0.0,0.893,23.6,0.221,2.0,0.5000514035127961,2,9.016787751428534,2.6913841451287213,,,,0.49073712871113956,0.4983846732106776,0.00541410451064757,0.005416582093886646,0.0,,,
1988,OH,0,0.5029406337138498,0.4970593662861503,0,0,0.5029295091802778,1.1124533571993389e-05,2098271.0,2123098.0,0,1.0921005388969864,1.103898087704506,1.087905527619594,0.045878071524640074,1.0944917906397,0.047905647895050585,0.0,,,,,,,,,,,,,,,,-4.353999999999928,0.0,0.893,23.6,0.221,2.0,0.5000514035127961,2,5.25954361788672,3.931788829970537,,,,0.5473021560426153,0.5520057880917298,0.022941394056356715,0.023955286466109872,0.0,,,
1990,OH,0,0.46817124604100024,0.5318287539589998,1,0,0.5039479788015125,-0.0357767327605123,1806626.0,1590381.0,1,1.3392499999999998,1.2745613503088766,1.1781809175954556,0.22711545236517905,1.2240565473093878,0.24786939891744542,0.0,,,,,,,,,,,,,,,,-2.687999999999988,0.0,0.893,23.6,0.221,2.0,0.5000514035127961,2,4.6423893697462795,-0.5303104549871185,,,,0.6120911944610867,0.6373461920851183,0.11356940071465137,0.12394744081654172,0.0,,,
1992,OH,0,0.49494970151321693,0.5050502984867831,0,0,0.5029406337138498,-0.00799093220063285,2198039.0,2154080.0,0,1.11525,1.118846153846154,1.1261923076923077,0.024575103353238426,1.1234338554296395,0.02675000000000005,0.0,1.1061084564058,1.103,1.1076153846153847,1.0982030315982603,1.0904615384615384,1.1031538461538462,1.1071694944684385,1.104076923076923,1.1097307692307692,1.1861965818847355,1.1857692307692307,1.1858076923076923,1.2425671774748754,1.2403846153846154,1.2429999999999999,-3.983000000000061,0.0,0.893,23.6,0.221,2.0,0.5000514035127961,2,4.302405179518354,1.0658227594363914,1.0982030315982603,1.0904615384615384,1.1031538461538462,0.5617746761613829,0.5594805895456632,0.012288814923258897,0.01337637504396732,0.0,0.5491579672927176,0.5452868227844151,0.5516336290597699
1994,OH,1,0.4081736468877088,0.4081736468877088,1,0,0.46817124604100024,-0.05999759915329145,1327955.0,1925452.0,1,1.11425,1.1348461538461538,1.1125769230769231,0.026012891344382894,1.12027994673853,0.028249999999999886,0.0,1.09736959005405,1.1140000000000003,1.0861153846153848,1.1083466265484814,1.1204615384615384,1.1051153846153845,1.099484280155522,1.1164615384615386,1.0892307692307692,1.1977816959818226,1.2233076923076924,1.1850769230769231,1.2143483173000258,1.227153846153846,1.203846153846154,-0.0030000000000427463,0.0,0.893,23.6,0.221,2.0,0.5000514035127961,2,7.544455299762119,4.517472481303773,1.1083466265484814,1.1204615384615384,1.1051153846153845,0.5601975596938424,0.5674814120018677,0.013007782826184531,0.014126452149236433,0.0,0.554230286184241,0.560288364889799,0.5526144991205065
1996,OH,1,0.4811670542615477,0.4811670542615477,0,0,0.49494970151321693,-0.013782647251669222,2033028.0,2192174.0,0,1.2125000000000001,1.2027692307692308,1.2181153846153847,0.13423760523854078,1.2118786216553061,0.14350000000000018,0.0,1.1984479962033494,1.1858461538461538,1.2068846153846153,1.1930051446155256,1.1873076923076924,1.1952307692307693,1.1880097624348296,1.1752307692307693,1.1973076923076924,1.2684744659539449,1.2659999999999998,1.2726923076923078,1.3559162463836714,1.3223076923076924,1.3883076923076925,9.253000000000043,1.0,0.893,23.6,0.221,2.0,0.5000514035127961,2,4.237889439876961,3.8969177858742405,1.1930051446155256,1.1873076923076924,1.1952307692307693,0.6060016056458887,0.60144644194816,0.06712570290372899,0.07175737640408633,0.0,0.5965638969629798,0.5937148779400007,0.5976768236755251
1998,OH,1,0.47630678035188545,0.47630678035188545,1,0,0.4081736468877088,0.06813313346417665,1593873.0,1752443.0,1,1.00375,1.002153846153846,1.0233076923076923,-0.14501703577512792,1.0146770154714897,0.0,-0.17025000000000023,0.9983346850397551,0.988230769230769,1.0047692307692306,1.0258264050313906,1.0089230769230768,1.0376153846153846,0.9683643102585713,0.957076923076923,0.9759230769230768,1.1091881249922615,1.1025384615384617,1.1152307692307692,1.151323959823419,1.139,1.162,0.0029999999999290594,0.0,0.893,23.6,0.221,2.0,0.5000514035127961,2,6.100312075459284,6.082250577432713,1.0258264050313906,1.0089230769230768,1.0376153846153846,0.5073906656986935,0.5011284373049774,-0.07251597227261808,0.0,-0.08513375144805366,0.5129659335964328,0.5045134006518333,0.5188610293833928
2000,OH,1,0.48424100036983914,0.48424100036983914,0,0,0.4811670542615477,0.0030739461082914254,2098854.0,2235463.0,0,1.5182499999999999,1.4973076923076922,1.517769230769231,0.2431934493346981,1.5119045269230031,0.29699999999999993,0.0,1.510243834565001,1.497,1.5156538461538462,1.5219541993983414,1.4904615384615383,1.5414615384615387,1.4526875617880703,1.4369999999999998,1.4608076923076925,1.5861403248140213,1.587923076923077,1.5755769230769232,1.7094251708693244,1.7376923076923079,1.6832307692307693,4.356999999999971,0.0,0.893,23.6,0.221,2.0,0.5000514035127961,2,4.284599563578855,3.74570596196702,1.5219541993983414,1.4904615384615383,1.5414615384615387,0.7560299806651978,0.7487308130289674,0.12160922566493386,0.1485152668433004,0.0,0.7610553334913346,0.7453073841895336,0.7708100057686863
2002,OH,0,0.5714381805431246,0.4285618194568754,1,0,0.47630678035188545,0.09513140019123911,1331614.0,1775555.0,1,1.4297499999999999,1.3868461538461538,1.3701153846153846,0.17966171617161675,1.3814328783450758,0.21774999999999967,0.0,1.3851086300450433,1.3927692307692305,1.3748461538461536,1.4160818879812591,1.4202307692307694,1.4031153846153848,1.3370129006179245,1.3434615384615383,1.3250384615384616,1.4399788720008364,1.4523846153846154,1.4280769230769235,1.5152803982008,1.5105384615384614,1.521846153846154,-10.552999999999997,0.0,0.893,23.6,0.221,2.0,0.5000514035127961,2,3.8591702778667045,2.9784437025428625,1.4160818879812591,1.4202307692307694,1.4031153846153848,0.6907874496751768,0.6934943656870923,0.08984009332913456,0.10888619311491118,0.0,0.7081137355740788,0.7101883894659042,0.7016298173673199
2004,OH,0,0.5131186788867192,0.48688132111328075,0,0,0.48424100036983914,0.028877678516880112,2514613.0,2650122.0,0,1.97475,1.886538461538462,1.8991538461538462,0.3088649544324771,1.900073397353828,0.46599999999999997,0.0,1.9301048425654581,1.9094615384615379,1.9318846153846154,1.8951148841318899,1.8856923076923073,1.8929615384615386,1.8358039909381914,1.822692307692308,1.8344999999999998,1.9363125073295155,1.9225384615384615,1.9386153846153844,2.150742728434278,2.118153846153846,2.1530384615384617,-5.199000000000069,0.0,0.893,23.6,0.221,2.0,0.5000514035127961,2,4.756894112084605,3.3920972811287573,1.8951148841318899,1.8856923076923073,1.8929615384615386,0.9501343691241083,0.943366205473179,0.15444835395987597,0.23302395403696297,0.0,0.9476548576281415,0.9429430850548216,0.9465780741034341
2006,OH,0,0.47326161330341865,0.5267383866965814,1,0,0.5714381805431246,-0.09817656723970591,2081737.0,1870390.0,1,2.1935000000000002,2.453692307692308,2.661807692307692,-0.125311534243844,2.5500984908945767,0.0,-0.3142499999999999,2.5904444134096596,2.4925384615384614,2.7118076923076924,2.518594877785065,2.3960769230769228,2.6412692307692303,2.4825290440358545,2.380076923076923,2.602730769230769,2.6981636686267643,2.673769230769231,2.773230769230769,2.831365511272721,2.742,2.950269230769231,-0.6699999999999591,0.0,0.893,23.6,0.221,2.0,0.5000514035127961,2,6.5416823367244,0.11103686803232149,2.518594877785065,2.3960769230769228,2.6412692307692303,1.2751803294676964,1.2269722822500901,-0.06266220857497601,0.0,-0.15714115355389613,1.2594269035165608,1.1981616283092371,1.320770385901317
2008,OH,0,0.4751494628985494,0.5248505371014506,0,0,0.5131186788867192,-0.037969215988169824,2752111.0,2491498.0,0,2.72325,3.388846153846153,3.6617307692307697,-0.0459800315291643,3.4982563897968664,0.0,-0.13124999999999964,3.5358540662827487,3.4158461538461538,3.6937692307692305,3.4673318327702582,3.356307692307692,3.6454230769230764,3.408778832129459,3.2934615384615387,3.5762307692307687,3.5743921718887637,3.4852307692307694,3.717230769230769,3.7543610781342522,3.5979999999999994,3.9223461538461537,4.982000000000085,0.0,0.893,23.6,0.221,2.0,0.5000514035127961,2,4.893567158697522,0.5267951390966314,3.4673318327702582,3.356307692307692,3.6454230769230764,1.74930801756553,1.6945972755197098,-0.022992379299721224,0.0,-0.0656317467110543,1.7338441494213632,1.6783263721592552,1.82289892601332
2010,OH,1,0.4396915332105048,0.4396915332105048,1,0,0.47326161330341865,-0.033570080092913845,1611112.0,2053075.0,1,2.78,2.7128461538461535,2.7122307692307697,0.08329274232829986,2.7153096761567306,0.21374999999999966,0.0,2.7034299883182116,2.690923076923077,2.7041538461538464,2.727525348857341,2.7287692307692306,2.7198846153846157,2.6085332519811835,2.598692307692308,2.6133461538461544,2.797673834666797,2.8053076923076925,2.7997692307692312,3.0369871060541973,3.034461538461539,3.0381153846153848,0.03700000000003456,0.0,0.893,23.6,0.221,2.0,0.5000514035127961,2,8.685246278631563,3.0362157172397732,2.727525348857341,2.7287692307692306,2.7198846153846157,1.357794414534049,1.3565625267450598,0.04165065270369603,0.10688598750086,0.0,1.3639028788128422,1.3645248837086867,1.3600821193159387
2012,OH,1,0.4793499129081524,0.4793499129081524,0,0,0.4751494628985494,0.004200450009602952,2412385.0,2620233.0,0,3.5452500000000002,3.687846153846153,3.583,0.041112987299023684,3.6061508700323803,0.14000000000000057,0.0,3.652879473362548,3.7458461538461543,3.613346153846154,3.6284406023597686,3.7084615384615387,3.618153846153846,3.4446682168398164,3.526923076923077,3.4217307692307695,3.6523538117382985,3.6697692307692305,3.645461538461539,4.039775826428676,4.104230769230769,4.014846153846154,0.9980000000000473,0.0,0.893,23.6,0.221,2.0,0.5000514035127961,2,7.235238596586346,2.5677867803477876,3.6284406023597686,3.7084615384615387,3.618153846153846,1.8032608038385824,1.8441126451700358,0.02055860700148055,0.07000719649179174,0.0,1.8144068157728175,1.8544213971809154,1.809262908894452
2014,OH,1,0.3997908836099522,0.3997908836099522,1,0,0.4396915332105048,-0.03990064960055262,1179587.0,1770923.0,1,3.04725,3.265769230769231,3.4225384615384615,-0.06597701149425284,3.337322552022478,0.0,-0.21524999999999972,3.379060421397325,3.2998461538461537,3.4645000000000006,3.333666974057329,3.2559230769230774,3.428576923076923,3.176073921115627,3.0996923076923077,3.2623461538461545,3.486591137189656,3.4784615384615383,3.5278846153846155,3.718446626595878,3.639307692307692,3.815692307692307,0.0049999999999954525,0.0,0.893,23.6,0.221,2.0,0.5000514035127961,2,6.683754469185645,3.8511793676236543,3.333666974057329,3.2559230769230774,3.428576923076923,1.6688328261137464,1.6330524873950585,-0.03299189719728101,0.0,-0.10763606460612922,1.6670048492216234,1.6281289043450864,1.7144647024361992
2016,OH,1,0.41831011893898506,0.41831011893898506,0,0,0.4793499129081524,-0.06103979396916731,2154523.0,2996017.0,0,2.17225,2.1655384615384614,2.1867692307692312,-0.0044683776351970295,2.1763215770315223,0.0,-0.009749999999999925,2.1980615716467478,2.188538461538462,2.2011538461538462,2.1681027822824035,2.1496153846153847,2.194692307692308,2.0162623349550235,2.0016153846153846,2.0234615384615386,2.2687778792283444,2.2584615384615385,2.273653846153846,2.6609580044743493,2.6401538461538463,2.6641538461538463,0.009000000000014552,0.0,0.893,23.6,0.221,2.0,0.5000514035127961,2,5.744126356079508,2.6836211889800934,2.1681027822824035,2.1496153846153847,2.194692307692308,1.0882726590897944,1.0828805470532488,-0.0022344185079054635,0.0,-0.004875501184249725,1.084162839240314,1.074918190089622,1.0974589687402758
2018,OH,0,0.5238509589697525,0.47614904103024747,1,0,0.3997908836099522,0.12406007535980035,2082684.0,2291333.0,1,2.74275,2.766153846153846,2.780615384615385,0.13138083943487677,2.7718986696061814,0.3185000000000002,0.0,2.783531916844845,2.7758461538461536,2.7951538461538465,2.749676776489787,2.7386153846153842,2.7656538461538465,2.5842309974492723,2.5669230769230773,2.601961538461538,2.9730447387766774,2.9831538461538463,2.9709230769230768,3.4049594472183906,3.393615384615385,3.399576923076923,5.312999999999988,1.0,0.893,23.6,0.221,2.0,0.5000514035127961,2,5.5262795410320145,2.594870955812503,2.749676776489787,2.7386153846153842,2.7656538461538465,1.3860918201318233,1.3832191131015499,0.06569717315409944,0.15926637201882568,0.0,1.374979731290259,1.3694484667586588,1.3829690873997935
2020,OH,0,0.5702430427669091,0.42975695723309093,0,0,0.41831011893898506,0.151932923827924,2451500.0,3252887.0,0,2.0555,2.082461538461539,2.0361153846153845,-0.1745808653749623,2.0582400697409793,0.0,-0.43474999999999975,2.0871893838772317,2.1155384615384616,2.061269230769231,2.0302616758357037,2.0423846153846155,2.018846153846154,1.818246388259445,1.8425384615384617,1.7946153846153847,2.2686630780307606,2.303,2.241076923076923,2.7834704216542483,2.822230769230769,2.7529230769230773,16.87099999999998,1.0,0.893,23.6,0.221,2.0,0.5000514035127961,2,6.874603960594927,-3.7273230457129967,2.0302616758357037,2.0423846153846155,2.018846153846154,1.029225835640252,1.041337815069109,-0.08729940675722841,0.0,-0.21739734767718796,1.015235200499885,1.0212972934360192,1.0095268527071795
2022,OH,1,0.43571416926241363,0.43571416926241363,1,0,0.5238509589697525,-0.0881367897073389,1790614.0,2318993.0,1,3.62475,3.635307692307692,4.0403076923076915,0.10865575776112557,3.8738986772873534,0.3552500000000003,0.0,3.82382877914787,3.5600769230769234,4.019576923076924,3.9388069790973996,3.6933846153846153,4.098346153846155,3.513940256088905,3.237846153846154,3.7161153846153847,4.158228866240334,3.934,4.312615384615385,5.230088761075263,5.0833076923076925,5.301615384615384,68.339,1.0,0.893,23.6,0.221,2.0,0.5000514035127961,2,3.2991732584327265,1.8912302573018873,3.9388069790973996,3.6933846153846153,4.098346153846155,1.9371484706439053,1.8178407137393253,0.054333464168197225,0.17764326109792095,0.0,1.9696059580636511,1.8468821606356454,2.0493837463120395
1976,OK,0,0.35264430410207726,0.6473556958979227,0,0,,,683293.0,372221.0,0,0.6625446938792028,0.6537463147199821,0.6432409306011186,0.030860181351207494,0.6477281449730842,0.019834163523119508,0.0,,,,,,,,,,,,,,,,,,0.902,21.5,0.331,2.1,0.8394136753183205,2,7.32545896550285,2.7835236331161726,,,,0.5437118627789744,0.5487635967649076,0.025904458249006976,0.016649068099806312,0.0,,,
1978,OK,1,0.5617818652788175,0.5617818652788175,1,0,,,330953.0,258160.0,1,0.8693031056797943,0.8494588212214288,0.8379354040210495,0.10386909062851513,0.844906233086199,0.08179749196174457,0.0,,,,,,,,,,,,,,,,-7.048838340271487,0.0,0.902,21.5,0.331,2.1,0.8394136753183205,2,5.619160272695,5.09014193643365,,,,0.7092258464142439,0.7130473511530476,0.0871891351164536,0.06866193335942879,0.0,,,
1980,OK,1,0.529152289011038,0.529152289011038,0,0,0.35264430410207726,0.1765079849089607,439652.0,391209.0,0,1.2805956222503239,1.2358756106274376,1.1825130917444873,0.2857125495190298,1.2103020753581832,0.28457545994469824,0.0,,,,,,,,,,,,,,,,-17.262120550021706,0.0,0.902,21.5,0.331,2.1,0.8394136753183205,2,8.169815445656916,0.7188639957275129,,,,1.0159441133218035,1.0374108885530509,0.23983102127633643,0.23887653273758064,0.0,,,
1982,OK,0,0.3650969457355764,0.6349030542644236,1,0,0.5617818652788175,-0.19668491954324108,539413.0,310186.0,1,1.2264370400705893,1.2630051426220712,1.258107679548761,-0.09526084504710253,1.2556295072510915,0.0,-0.1291327209556592,,,,,,,,,,,,,,,,62.13425872740373,1.0,0.902,21.5,0.331,2.1,0.8394136753183205,2,8.54181341398469,-2.583587735787886,,,,1.0539925795197704,1.0601837887143324,-0.07996325605491736,0.0,-0.10839577190124498,,,
1984,OK,0,0.415057222338006,0.584942777661994,0,0,0.529152289011038,-0.11409506667303193,645537.0,458053.0,0,1.0416121602347792,1.0553137359739488,1.0479439422796537,-0.07414451062033622,1.0485242589049686,0.0,-0.08341455525477737,,,,,,,,,,,,,,,,-12.194000000000017,0.0,0.902,21.5,0.331,2.1,0.8394136753183205,2,5.080909832790052,4.278405395623136,,,,0.8801456018278379,0.8858447817278,-0.06223791616449467,0.0,-0.0700193184014558,,,
1986,OK,0,0.40343259608095317,0.5965674039190468,1,0,0.3650969457355764,0.03833565034537678,430455.0,291098.0,1,1.0112896670181926,0.996666882063704,0.9683070161787384,0.010827095919767826,0.9813733653455925,0.01083205057687242,0.0,,,,,,,,,,,,,,,,-4.119999999999948,0.0,0.902,21.5,0.331,2.1,0.8394136753183205,2,6.685145241616229,0.5980129108992251,,,,0.8237782234642527,0.8366158105411449,0.009088412379036303,0.009092571385966412,0.0,,,
1988,OK,0,0.47124041162401187,0.5287595883759881,0,0,0.415057222338006,0.05618318928600585,405667.0,361538.0,0,1.0921005388969864,1.103898087704506,1.087905527619594,0.045878071524640074,1.0944917906397,0.047905647895050585,0.0,,,,,,,,,,,,,,,,-4.353999999999928,0.0,0.902,21.5,0.331,2.1,0.8394136753183205,2,4.645671252374646,2.27114964760048,,,,0.9187313765866003,0.926627150976905,0.03851068063501491,0.040212655968089775,0.0,,,
1990,OK,0,0.3940875773519005,0.6059124226480995,1,0,0.40343259608095317,-0.00934501872905269,519047.0,337590.0,1,1.3392499999999998,1.2745613503088766,1.1781809175954556,0.22711545236517905,1.2240565473093878,0.24786939891744542,0.0,,,,,,,,,,,,,,,,-2.687999999999988,0.0,0.902,21.5,0.331,2.1,0.8394136753183205,2,5.795916250570975,-0.22793660824976802,,,,1.0274898051744268,1.0698842274814555,0.1906438165914379,0.20806496314423578,0.0,,,
1992,OK,0,0.39746149030812483,0.6025385096918752,0,0,0.47124041162401187,-0.07377892131588704,764249.0,504133.0,0,1.11525,1.118846153846154,1.1261923076923077,0.024575103353238426,1.1234338554296395,0.02675000000000005,0.0,1.1061084564058,1.103,1.1076153846153847,1.0982030315982603,1.0904615384615384,1.1031538461538462,1.1071694944684385,1.104076923076923,1.1097307692307692,1.1861965818847355,1.1857692307692307,1.1858076923076923,1.2425671774748754,1.2403846153846154,1.2429999999999999,-3.983000000000061,0.0,0.902,21.5,0.331,2.1,0.8394136753183205,2,7.7037398081064135,-0.2216005969525241,1.0982030315982603,1.0904615384615384,1.1031538461538462,0.9430257415632244,0.9391747621157671,0.02062867782706945,0.022454315814765115,0.0,0.9218466429996173,0.91534832779327,0.926002424441541
1994,OK,1,0.39882734490384814,0.39882734490384814,1,0,0.3940875773519005,0.00473976755194766,368063.0,554800.0,1,1.11425,1.1348461538461538,1.1125769230769231,0.026012891344382894,1.12027994673853,0.028249999999999886,0.0,1.09736959005405,1.1140000000000003,1.0861153846153848,1.1083466265484814,1.1204615384615384,1.1051153846153845,1.099484280155522,1.1164615384615386,1.0892307692307692,1.1977816959818226,1.2233076923076924,1.1850769230769231,1.2143483173000258,1.227153846153846,1.203846153846154,-0.0030000000000427463,0.0,0.902,21.5,0.331,2.1,0.8394136753183205,2,7.942441991819841,1.0124434841028207,1.1083466265484814,1.1204615384615384,1.1051153846153845,0.9403783074772017,0.9526053809208601,0.02183557672904457,0.023713436327742456,0.0,0.9303613153177227,0.9405307380528196,0.9276489666508192
1996,OK,1,0.37320174290276886,0.37320174290276886,0,0,0.39746149030812483,-0.02425974740535597,430480.0,722998.0,0,1.2125000000000001,1.2027692307692308,1.2181153846153847,0.13423760523854078,1.2118786216553061,0.14350000000000018,0.0,1.1984479962033494,1.1858461538461538,1.2068846153846153,1.1930051446155256,1.1873076923076924,1.1952307692307693,1.1880097624348296,1.1752307692307693,1.1973076923076924,1.2684744659539449,1.2659999999999998,1.2726923076923078,1.3559162463836714,1.3223076923076924,1.3883076923076925,9.253000000000043,1.0,0.902,21.5,0.331,2.1,0.8394136753183205,2,7.814020620268787,6.348788972023026,1.1930051446155256,1.1873076923076924,1.1952307692307693,1.017267487843381,1.0096209405597891,0.11268088157921334,0.12045586240817914,0.0,1.0014248331153828,0.9966423137337136,1.0032930528535433
1998,OK,1,0.368725895898432,0.368725895898432,1,0,0.39882734490384814,-0.030101449005416114,314358.0,538194.0,1,1.00375,1.002153846153846,1.0233076923076923,-0.14501703577512792,1.0146770154714897,0.0,-0.17025000000000023,0.9983346850397551,0.988230769230769,1.0047692307692306,1.0258264050313906,1.0089230769230768,1.0376153846153846,0.9683643102585713,0.957076923076923,0.9759230769230768,1.1091881249922615,1.1025384615384617,1.1152307692307692,1.151323959823419,1.139,1.162,0.0029999999999290594,0.0,0.902,21.5,0.331,2.1,0.8394136753183205,2,4.055339760229392,2.3898410219548043,1.0258264050313906,1.0089230769230768,1.0376153846153846,0.8517337628179474,0.8412216432343905,-0.12172928298376849,0.0,-0.14291017822294425,0.8610927128859795,0.8469038281134684,0.8709885435668326
